genes,reaction,Phase
PLCL1,PI45PLC,G0
PLCL1,PI4PLC,G0
PLCL1,PIPLC,G0
PLCXD2,PI45PLC,G0
PLCXD2,PI4PLC,G0
PLCXD2,PIPLC,G0
PLCZ1,PI45PLC,G0
PLCZ1,PI4PLC,G0
PLCZ1,PIPLC,G0
PLD1,PCHOLPg_hs,G0
PLD1,PCHOLPm_hs,G0
PLD1,PCHOLPr_hs,G0
PLD2,PCHOLP_hs,G0
PLOD1,PCLYSOX,G0
PLOD3,PCLYSOX,G0
PMM1,PMANM,G0
PMM2,PMANM,G0
PMVK,PMEVKx,G0
PNLIP,LPSe,G0
PNLIPRP2,LPSe,G0
PNMT,NORANMT,G0
PNPLA4,RETH,G0
PNPO,PDX5PO,G0
PNPO,PYAM5POr,G0
PPA1,PPA,G0
PPAP2B,PPAP,G0
PPAP2C,PPAP,G0
PPAT,GLUPRT,G0
PPCDC,PPCDC,G0
PPCS,PPNCL3,G0
PRODH,PRO1xm,G0
PRODH,PROD2m,G0
PRODH2,PRO1x,G0
PRODH2,PROD2,G0
PROSC,ALAR,G0
PRPS1,PRPPS,G0
PRPS2,PRPPS,G0
PSPH,PSP_L,G0
PTDSS1,PSSA1_hs,G0
PTDSS2,PSSA2_hs,G0
PTEN,PI345P3P,G0
PTEN,PI345P3Pn,G0
PTGDS,PGDI,G0
PTGDS,PGDIr,G0
PTGIS,PGISr,G0
PTGS1,PGS,G0
PTGS1,PGSr,G0
PTGS2,PGS,G0
PTGS2,PGSr,G0
PTS,PTHPS,G0
PTS,PTHPSn,G0
PYCR2,P5CR,G0
PYCR2,P5CRx,G0
PYCRL,P5CR,G0
PYCRL,P5CRx,G0
PYGB,GLPASE1,G0
PYGB,GLPASE2,G0
PYGL,GLPASE1,G0
PYGL,GLPASE2,G0
PYGM,GLPASE1,G0
PYGM,GLPASE2,G0
QDPR,DHPR,G0
QPRT,NNDPR,G0
RBKS,DRBK,G0
RBKS,RBK,G0
RDH10,RDH1a,G0
RDH11,RDH1a,G0
RDH11,RDH2a,G0
RDH11,RDH3a,G0
RDH12,RDH1a,G0
RDH12,RDH2a,G0
RDH12,RDH3a,G0
RDH13,RDH1a,G0
RDH13,RDH2a,G0
RDH13,RDH3a,G0
RDH14,RDH1a,G0
RDH14,RDH2a,G0
RDH14,RDH3a,G0
RDH16,RDH1,G0
RDH5,RDH1,G0
RDH5,RDH2,G0
RDH5,RDH3,G0
RDH5,RDH4,G0
RDH8,RDH1a,G0
RDH8,RDH2a,G0
RENBP,ACGAM2E,G0
RFK,RBFK,G0
RHAG,NH4t3r,G0
RHBG,NH4t3r,G0
RPIA,RPI,G0
RPN1,DOLASNT_Ler,G0
RPN1,DOLASNT_Uer,G0
RPN2,DOLASNT_Ler,G0
RPN2,DOLASNT_Uer,G0
RRM1,RNDR1,G0
RRM1,RNDR2,G0
RRM1,RNDR3,G0
RRM1,RNDR4,G0
RRM2,RNDR1,G0
RRM2,RNDR2,G0
RRM2,RNDR3,G0
RRM2,RNDR4,G0
RWDD2A,ACYP,G0
SARDH,SARDHm,G0
SAT1,PTRCAT1,G0
SAT2,PTRCAT1,G0
SC4MOL,C4STMO1r,G0
SC4MOL,C4STMO2r,G0
SC5DL,LSTO1r,G0
SC5DL,LSTO2r,G0
SCD,DESAT16_2,G0
SCD,DESAT18_3,G0
SCD,DESAT18_4,G0
SCD,DESAT18_5,G0
SCLY,SELCYSLY,G0
SCLY,SELCYSLY2,G0
SCP2,SCP21x,G0
SCP2,SCP22x,G0
SCP2,SCP2x,G0
SCP2,SCP3x,G0
SCP2,SCPx,G0
SDHA,SUCD1m,G0
SDHB,SUCD1m,G0
SDHC,SUCD1m,G0
SDS,SERHL,G0
SDS,THRD_L,G0
SEC11A,PLYSPSer,G0
SEC11C,PLYSPSer,G0
SEPHS1,SELNPS,G0
SEPHS2,SELNPS,G0
SETD7,LYSMTF1n,G0
SETD7,LYSMTF2n,G0
SETD7,LYSMTF3n,G0
SETD8,LYSMTF1n,G0
SETD8,LYSMTF2n,G0
SETD8,LYSMTF3n,G0
SETDB1,LYSMTF1n,G0
SETDB1,LYSMTF2n,G0
SETDB1,LYSMTF3n,G0
SETDB2,LYSMTF1n,G0
SETDB2,LYSMTF2n,G0
SETDB2,LYSMTF3n,G0
SGMS1,SMS,G0
SGPL1,SGPL11r,G0
SGPL1,SGPL12r,G0
SGPP1,SBPP1er,G0
SGPP1,SBPP3er,G0
SGSH,HS1ly,G0
SGSH,HS2ly,G0
SGSH,HS3ly,G0
SGSH,HS4ly,G0
SHMT2,GHMT2rm,G0
SHMT2,GHMT3m,G0
SI,O16G1e,G0
SI,O16G2e,G0
SI,SUCRe,G0
SLC10A1,CHOLATEt2,G0
SLC10A1,ESTRONESt2,G0
SLC10A1,GCHOLAt2,G0
SLC10A1,TCHOLAt2,G0
SLC10A2,CHOLATEt2,G0
SLC10A2,GCHOLAt2,G0
SLC10A2,TCHOLAt2,G0
SLC12A1,NKCC2t,G0
SLC12A1,NKCCt,G0
SLC12A2,NKCC2t,G0
SLC12A2,NKCCt,G0
SLC12A3,NCCt,G0
SLC12A4,KCC2t,G0
SLC12A4,KCCt,G0
SLC12A5,KCCt,G0
SLC12A6,KCC2t,G0
SLC12A6,KCCt,G0
SLC12A7,KCC2t,G0
SLC12A7,KCCt,G0
SLC13A1,SELt4_3,G0
SLC13A1,SO4t4_3,G0
SLC13A1,TSULt4_3,G0
SLC13A2,CITt4_2,G0
SLC13A2,SUCCt4_2,G0
SLC13A4,SO4t4_2,G0
SLC13A5,CITt4_4,G0
SLC14A1,UREAt,G0
SLC14A2,UREAt,G0
SLC15A2,CGLYt3(2),G0
SLC16A1,2HBt2,G0
SLC16A1,ACACt2,G0
SLC16A1,ACACt2m,G0
SLC16A1,ACETONEt2,G0
SLC16A1,ACETONEt2m,G0
SLC16A1,BTNt2,G0
SLC16A1,BTNt2m,G0
SLC16A1,BUTt2m,G0
SLC16A1,BUTt2r,G0
SLC16A1,D_LACt2,G0
SLC16A1,D_LACtm,G0
SLC16A1,L_LACt2r,G0
SLC16A1,L_LACtm,G0
SLC16A1,PYRt2m,G0
SLC16A1,PYRt2p,G0
SLC16A1,PYRt2r,G0
SLC16A10,34DHPHEt,G0
SLC16A10,PHEtec,G0
SLC16A10,TRPt,G0
SLC16A10,TYRt,G0
SLC16A2,THYOXt2,G0
SLC16A2,TRIODTHYt2,G0
SLC16A3,2HBt2,G0
SLC16A3,ACETONEt2,G0
SLC16A3,D_LACt2,G0
SLC16A3,L_LACt2r,G0
SLC16A3,PYRt2r,G0
SLC16A7,2HBt2,G0
SLC16A7,ACACt2,G0
SLC16A7,ACETONEt2,G0
SLC16A7,D_LACt2,G0
SLC16A7,L_LACt2r,G0
SLC16A7,PYRt2p,G0
SLC16A7,PYRt2r,G0
SLC16A8,D_LACt2,G0
SLC16A8,L_LACt2r,G0
SLC17A1,PIt7ir,G0
SLC17A2,PIt7ir,G0
SLC17A3,PIt7ir,G0
SLC17A4,PIt7ir,G0
SLC17A5,ACNAMlt,G0
SLC17A5,GLCURtly,G0
SLC17A5,IDOURtly,G0
SLC17A6,GLUVESSEC,G0
SLC17A7,GLUVESSEC,G0
SLC18A1,5HTRPVESSEC,G0
SLC18A1,ADRNLPVESSEC,G0
SLC18A1,DOPAVESSEC,G0
SLC18A1,HISTAVESSEC,G0
SLC18A1,NRPPHRVESSEC,G0
SLC18A2,5HTRPVESSEC,G0
SLC18A2,ADRNLPVESSEC,G0
SLC18A2,DOPAVESSEC,G0
SLC18A2,HISTAVESSEC,G0
SLC18A2,NRPPHRVESSEC,G0
SLC18A3,ACHVESSEC,G0
SLC19A2,THMt3,G0
SLC19A3,BTNt4i,G0
SLC19A3,THMt3,G0
SLC1A1,ASPDt6,G0
SLC1A1,ASPt6,G0
SLC1A1,GLUt6,G0
SLC1A2,ASPDt6,G0
SLC1A2,ASPt6,G0
SLC1A2,GLUt6,G0
SLC1A3,ASPDt6,G0
SLC1A3,ASPt6,G0
SLC1A3,GLUt6,G0
SLC1A4,ALACYSNaEx,G0
SLC1A4,ALASERNaEx,G0
SLC1A4,ALATHRNaEx,G0
SLC1A4,CYSALANaEx,G0
SLC1A4,CYSSERNaEx,G0
SLC1A4,CYSTHRNaEx,G0
SLC1A4,SERALANaEx,G0
SLC1A4,SERCYSNaEx,G0
SLC1A4,SERTHRNaEx,G0
SLC1A4,THRALANaEx,G0
SLC1A4,THRCYSNaEx,G0
SLC1A4,THRSERNaEx,G0
SLC1A6,ASPDt6,G0
SLC1A6,ASPt6,G0
SLC1A6,GLUt6,G0
SLC1A7,ASPDt6,G0
SLC1A7,ASPt6,G0
SLC1A7,GLUt6,G0
SLC20A1,PIt8,G0
SLC20A2,PIt8,G0
SLC22A1,PROSTGE2t2,G0
SLC22A1,PROSTGF2t,G0
SLC22A1,SRTNtu,G0
SLC22A3,DOPAtu,G0
SLC22A3,HISTAtu,G0
SLC22A3,NRPPHRtu,G0
SLC22A4,CRNtHa,G0
SLC22A4,CRNtuIR,G0
SLC22A5,CHOLtu,G0
SLC22A5,CRNt,G0
SLC22A5,CRNtuNa,G0
SLC22A5,LYSt4,G0
SLC22A5,METt4,G0
SLC24A1,NCKt,G0
SLC24A1,NCNt,G0
SLC24A2,NCKt,G0
SLC24A2,NCNt,G0
SLC24A3,NCKt,G0
SLC25A1,CITtam,G0
SLC25A1,CITtbm,G0
SLC25A10,FUMSO3tm,G0
SLC25A10,FUMSO4tm,G0
SLC25A10,FUMTSULtm,G0
SLC25A10,FUMtm,G0
SLC25A10,MALSO3tm,G0
SLC25A10,MALSO4tm,G0
SLC25A10,MALTSULtm,G0
SLC25A10,MALtm,G0
SLC25A10,SUCCt2m,G0
SLC25A11,AKGMALtm,G0
SLC25A12,3SALAASPm,G0
SLC25A12,ASPGLUm,G0
SLC25A12,GLUt2m,G0
SLC25A13,3SALAASPm,G0
SLC25A13,ASPGLUm,G0
SLC25A13,GLUt2m,G0
SLC25A15,ARGtm,G0
SLC25A15,CITRtm,G0
SLC25A15,LYStm,G0
SLC25A15,ORNt3m,G0
SLC25A15,ORNt4m,G0
SLC25A16,COAtm,G0
SLC25A18,GLUt2m,G0
SLC25A2,ARGtm,G0
SLC25A2,CITRtm,G0
SLC25A2,LYStm,G0
SLC25A2,ORNt3m,G0
SLC25A2,ORNt4m,G0
SLC25A20,ACRNtm,G0
SLC25A20,ADRNCRNt,G0
SLC25A20,ARACHCRNt,G0
SLC25A20,C160CRNt,G0
SLC25A20,C161CRN2t,G0
SLC25A20,C161CRNt,G0
SLC25A20,C180CRNt,G0
SLC25A20,C181CRNt,G0
SLC25A20,CLPNDCRNt,G0
SLC25A20,CRNtim,G0
SLC25A20,DCSPTN1CRNt,G0
SLC25A20,DLNLCGCRNt,G0
SLC25A20,EICOSTETCRNt,G0
SLC25A20,ELAIDCRNt,G0
SLC25A20,HEXCCRNt,G0
SLC25A20,HPDCACRNt,G0
SLC25A20,LGNCCRNt,G0
SLC25A20,LNELDCCRNt,G0
SLC25A20,LNLCCRNt,G0
SLC25A20,LNLNCACRNt,G0
SLC25A20,LNLNCGCRNt,G0
SLC25A20,NRVNCCRNt,G0
SLC25A20,PTDCACRNt,G0
SLC25A20,RTOTAL2CRNt,G0
SLC25A20,RTOTAL3CRNt,G0
SLC25A20,RTOTALCRNt,G0
SLC25A20,STRDNCCRNt,G0
SLC25A20,TETPENT3CRNt,G0
SLC25A20,TETPENT6CRNt,G0
SLC25A20,TETTET6CRNt,G0
SLC25A20,TMNDNCCRNt,G0
SLC25A20,TTDCRNt,G0
SLC25A20,VACCCRNt,G0
SLC25A21,2AMADPTm,G0
SLC25A21,2OXOADPTm,G0
SLC25A22,GLUt2m,G0
SLC25A27,Htm,G0
SLC25A4,ATPtm,G0
SLC25A5,ATPtm,G0
SLC25A6,ATPtm,G0
SLC26A11,SO4HCOtex,G0
SLC26A2,CLHCOtex,G0
SLC26A2,OXAHCOtex,G0
SLC26A2,SO4HCOtex,G0
SLC26A3,CLHCOtex,G0
SLC26A3,OXAHCOtex,G0
SLC26A3,SO4HCOtex,G0
SLC26A4,CLFORtex,G0
SLC26A4,CLHCOtex,G0
SLC26A4,CLI2tex,G0
SLC27A2,FACOAL191,G0
SLC27A2,FACOAL206,G0
SLC27A2,FATP6t,G0
SLC27A2,FATP7t,G0
SLC27A2,FATP8t,G0
SLC27A2,FATP9t,G0
SLC27A2,VLCS2p,G0
SLC27A2,VLCS2r,G0
SLC27A2,VLCSp,G0
SLC27A2,VLCSr,G0
SLC27A3,FATP1t,G0
SLC27A4,FATP1t,G0
SLC27A5,FATP4t,G0
SLC27A5,FATP5t,G0
SLC27A5,FATP6t,G0
SLC27A5,FATP7t,G0
SLC27A5,FATP8t,G0
SLC27A5,FATP9t,G0
SLC28A2,ADNt4,G0
SLC28A2,GSNt4,G0
SLC28A2,INSt4,G0
SLC28A2,URIt4,G0
SLC28A3,ADNt4,G0
SLC28A3,ADNt5,G0
SLC28A3,CYTDt4,G0
SLC28A3,CYTDt5,G0
SLC28A3,GSNt4,G0
SLC28A3,GSNt5,G0
SLC28A3,INSt4,G0
SLC28A3,INSt5,G0
SLC28A3,THMDt4,G0
SLC28A3,THMDt5,G0
SLC28A3,URIt4,G0
SLC28A3,URIt5,G0
SLC29A1,ADNt,G0
SLC29A1,ADNtm,G0
SLC29A1,CYTDt,G0
SLC29A1,CYTDtm,G0
SLC29A1,GSNt,G0
SLC29A1,GSNtm,G0
SLC29A1,INSt,G0
SLC29A1,INStm,G0
SLC29A1,THYMDt1,G0
SLC29A1,THYMDtm,G0
SLC29A1,URIt,G0
SLC29A1,Uritm,G0
SLC29A2,ADEt,G0
SLC29A2,ADNt,G0
SLC29A2,CSNt,G0
SLC29A2,CYTDt,G0
SLC29A2,GSNt,G0
SLC29A2,GUAt,G0
SLC29A2,HYXNt,G0
SLC29A2,INSt,G0
SLC29A2,THYMDt1,G0
SLC29A2,THYMt,G0
SLC29A2,URAt,G0
SLC29A2,URIt,G0
SLC29A3,ADEtl,G0
SLC29A3,ADNtl,G0
SLC29A3,CYTDtl,G0
SLC29A3,GSNtl,G0
SLC29A3,HXANtl,G0
SLC29A3,INStl,G0
SLC29A3,THYMDtl,G0
SLC29A3,Uritl,G0
SLC2A1,DHAAt1r,G0
SLC2A1,GALt1r,G0
SLC2A1,GAMt1r,G0
SLC2A1,GLCt1r,G0
SLC2A1,GLCtg,G0
SLC2A1,MANt1r,G0
SLC2A10,GALt1r,G0
SLC2A10,GLCt1r,G0
SLC2A11,FRUt1r,G0
SLC2A11,GLCt1r,G0
SLC2A12,GLCt1r,G0
SLC2A13,INSTt2r,G0
SLC2A14,GLCt1r,G0
SLC2A2,FRUt1r,G0
SLC2A2,GALt1r,G0
SLC2A2,GAMt1r,G0
SLC2A2,GLCt1r,G0
SLC2A2,MANt1r,G0
SLC2A3,DHAAt1r,G0
SLC2A3,GALt1r,G0
SLC2A3,GLCt1r,G0
SLC2A3,MALTt1r,G0
SLC2A3,MANt1r,G0
SLC2A3,XYLt,G0
SLC2A4,DHAAt1r,G0
SLC2A4,GAMt1r,G0
SLC2A4,GLCt1r,G0
SLC2A5,FRUt1r,G0
SLC2A6,GLCt1r,G0
SLC2A8,FRUt1r,G0
SLC2A8,GALt1r,G0
SLC2A8,GLCt1r,G0
SLC32A1,BALAVECSEC,G0
SLC32A1,GABAVESSEC,G0
SLC32A1,GLYVESSEC,G0
SLC33A1,ACCOAgt,G0
SLC33A1,ACCOAtr,G0
SLC33A1,GAO1,G0
SLC33A1,GAO1g,G0
SLC33A1,GAO2,G0
SLC33A1,GAO2g,G0
SLC34A1,PIt7,G0
SLC34A2,PIt7,G0
SLC34A3,PIt9,G0
SLC35A1,CMPACNAtg,G0
SLC35A2,UDPGALtg,G0
SLC35A2,UGALNACtg,G0
SLC35A3,UDPGLCtg,G0
SLC35B2,PAPStg,G0
SLC35B4,UDPGLCtg,G0
SLC35B4,UDPXYLtg,G0
SLC35C1,GDPFUCtg,G0
SLC35D1,UDPGLCAter,G0
SLC35D1,UGALNACter,G0
SLC36A1,ABUTt2r,G0
SLC36A1,ABUTt2rL,G0
SLC36A1,ALAt2r,G0
SLC36A1,ALAt2rL,G0
SLC36A1,DALAt2r,G0
SLC36A1,DALAt2rL,G0
SLC36A1,GLYt2r,G0
SLC36A1,GLYt2rL,G0
SLC36A1,PRODt2r,G0
SLC36A1,PRODt2rL,G0
SLC36A1,PROt2r,G0
SLC36A1,PROt2rL,G0
SLC37A4,G6Pter,G0
SLC38A1,ALAt4,G0
SLC38A1,ASNt4,G0
SLC38A1,GLNt4,G0
SLC38A1,GLYt4,G0
SLC38A1,LEUt4,G0
SLC38A1,METt4,G0
SLC38A1,PHEt4,G0
SLC38A1,PROt4,G0
SLC38A1,SERt4,G0
SLC38A1,THRt4,G0
SLC38A2,ALAt4,G0
SLC38A2,ASNt4,G0
SLC38A2,GLNt4,G0
SLC38A2,GLYt4,G0
SLC38A2,HISt4,G0
SLC38A2,METt4,G0
SLC38A2,PHEt4,G0
SLC38A2,PROt4,G0
SLC38A2,SERt4,G0
SLC38A2,THRt4,G0
SLC38A3,ALAtN1,G0
SLC38A3,ASNtN1,G0
SLC38A3,GLNtN1,G0
SLC38A3,HIStN1,G0
SLC38A4,ALAt4,G0
SLC38A4,ARGtiDF,G0
SLC38A4,ASNt4,G0
SLC38A4,GLNt4,G0
SLC38A4,GLYt4,G0
SLC38A4,HIStiDF,G0
SLC38A4,LEUt4,G0
SLC38A4,LYStiDF,G0
SLC38A4,PHEt4,G0
SLC38A4,PROt4,G0
SLC38A4,SERt4,G0
SLC38A5,ALAtN1,G0
SLC38A5,ASNtN1,G0
SLC38A5,GLNtN1,G0
SLC38A5,SERtN1,G0
SLC3A1,AMY1e,G0
SLC3A1,AMY2e,G0
SLC3A1,CYSTSERex,G0
SLC3A1,SERLYSNaex,G0
SLC3A2,ALADGLNexR,G0
SLC3A2,ALADGLYexR,G0
SLC3A2,ALAGLNexR,G0
SLC3A2,ALAGLYexR,G0
SLC3A2,AMY1e,G0
SLC3A2,AMY2e,G0
SLC3A2,ARGLYSex,G0
SLC3A2,CYSGLUexR,G0
SLC3A2,CYSGLYex,G0
SLC3A2,CYSGLYexR,G0
SLC3A2,CYSTGLUex,G0
SLC3A2,LEUt4,G0
SLC3A2,METLEUex,G0
SLC3A2,SERDGLNexR,G0
SLC3A2,SERDGLYexR,G0
SLC3A2,SERGLNexR,G0
SLC3A2,SERGLYexR,G0
SLC3A2,THRGLNexR,G0
SLC3A2,THRGLYexR,G0
SLC43A2,CYStec,G0
SLC43A2,ILEtec,G0
SLC43A2,LEUtec,G0
SLC43A2,METtec,G0
SLC43A2,PHEtec,G0
SLC43A2,VALtec,G0
SLC46A1,PHEMEt,G0
SLC4A1,HCO3_CLt,G0
SLC4A10,NAHCO3_HCLt,G0
SLC4A2,HCO3_CLt,G0
SLC4A4,2HCO3_NAt,G0
SLC4A4,3HCO3_NAt,G0
SLC4A7,HCO3_NAt,G0
SLC4A8,NAHCO3_HCLt,G0
SLC4A9,HCO3_CLt,G0
SLC5A1,GALt2_2,G0
SLC5A1,GALt4_2,G0
SLC5A1,GLCt2_2,G0
SLC5A1,GLCt4_2,G0
SLC5A1,H2Ot,G0
SLC5A1,NAt,G0
SLC5A1,UREAt,G0
SLC5A1,UREAt5,G0
SLC5A10,GLCt4,G0
SLC5A11,INSTt4_2,G0
SLC5A12,GLCt4,G0
SLC5A2,GLCt2r,G0
SLC5A2,GLCt4,G0
SLC5A3,GLCt4,G0
SLC5A3,INSTt4,G0
SLC5A3,NAt,G0
SLC5A5,NAIt,G0
SLC5A5,NAt,G0
SLC5A5,UREAt,G0
SLC5A6,BTNt3i,G0
SLC5A6,LIPOti,G0
SLC5A6,PNTOt5,G0
SLC5A7,CHOLt4,G0
SLC5A8,It,G0
SLC5A9,FRUt4,G0
SLC5A9,GALt4,G0
SLC5A9,GLCt4,G0
SLC5A9,MANt4,G0
SLC6A1,ABUTt4(2)r,G0
SLC6A11,ABUTt4(2)r,G0
SLC6A12,ABUTt4(2)r,G0
SLC6A12,GLYBt4(2)r,G0
SLC6A13,ABUTt4(2)r,G0
SLC6A14,ALAt4,G0
SLC6A14,ARGt4,G0
SLC6A14,ASNt4,G0
SLC6A14,CYSt4,G0
SLC6A14,GLNt4,G0
SLC6A14,GLYt4,G0
SLC6A14,HISt4,G0
SLC6A14,ILEt4,G0
SLC6A14,LEUt4,G0
SLC6A14,LYSt4,G0
SLC6A14,METt4,G0
SLC6A14,PHEt4,G0
SLC6A14,SERt4,G0
SLC6A14,THRt4,G0
SLC6A14,TRPt4,G0
SLC6A14,TYRt4,G0
SLC6A14,VALt4,G0
SLC6A2,DOPAt4(2)r,G0
SLC6A2,NRPPHRt4(2)r,G0
SLC6A3,DOPAt4(2)r,G0
SLC6A3,NRPPHRt4(2)r,G0
SLC6A4,SRTNt6(2)r,G0
SLC6A5,GLYt7(311)r,G0
SLC6A6,TAURt4(2)r,G0
SLC6A6,TAURtcx,G0
SLC6A7,PROt4(2)r,G0
SLC6A8,CREATt4(2)r,G0
SLC7A10,ALADGLNexR,G0
SLC7A10,ALADGLYexR,G0
SLC7A10,ALAGLNexR,G0
SLC7A10,ALAGLYexR,G0
SLC7A10,CYSGLUexR,G0
SLC7A10,CYSGLYexR,G0
SLC7A10,SERDGLNexR,G0
SLC7A10,SERDGLYexR,G0
SLC7A10,SERGLNexR,G0
SLC7A10,SERGLYexR,G0
SLC7A10,THRGLNexR,G0
SLC7A10,THRGLYexR,G0
SLC7A11,CYSTGLUex,G0
SLC7A2,ALAt4,G0
SLC7A2,ARGtiDF,G0
SLC7A2,HOMt4,G0
SLC7A2,LEUt4,G0
SLC7A2,LYStiDF,G0
SLC7A2,ORNtiDF,G0
SLC7A2,PHEt4,G0
SLC7A3,ALAt4,G0
SLC7A3,ARGtiDF,G0
SLC7A3,HOMt4,G0
SLC7A3,LEUt4,G0
SLC7A3,LYStiDF,G0
SLC7A3,ORNtiDF,G0
SLC7A3,PHEt4,G0
SLC7A5,METLEUex,G0
SLC7A6,ARGLYSex,G0
SLC7A7,SERLYSNaex,G0
SLC7A9,AMY1e,G0
SLC7A9,AMY2e,G0
SLC7A9,CYSTSERex,G0
SLC8A1,CAt7r,G0
SLC8A2,CAt7r,G0
SLC9A1,NAt3_1,G0
SLC9A1,NAt5,G0
SLC9A2,NAt3_1,G0
SLC9A2,NAt5,G0
SLC9A3,NAt3_1,G0
SLC9A3,NAt5,G0
SLC9A4,NAt3_1,G0
SLC9A5,NAt3_1,G0
SLC9A7,Kt3g,G0
SLC9A7,NAt3_1g,G0
SLC9A8,Kt3g,G0
SLC9A8,NAt3_1g,G0
SLCO1A2,CHOLATEt,G0
SLCO1A2,DHEASt,G0
SLCO1A2,ESTRADIOLGLCt,G0
SLCO1A2,ESTRONESt,G0
SLCO1A2,GCHOLAt,G0
SLCO1A2,PROSTGE2t,G0
SLCO1A2,TCHOLAt,G0
SLCO1A2,THYOXt,G0
SLCO1A2,TRIODTHYt,G0
SLCO1B1,BILDGLCURt,G0
SLCO1B1,BILGLCURt,G0
SLCO1B1,BILIRUBt2,G0
SLCO1B1,CHOLATEt,G0
SLCO1B1,DHEASt,G0
SLCO1B1,ESTRADIOLGLCt,G0
SLCO1B1,ESTRONESt,G0
SLCO1B1,GCHOLAt,G0
SLCO1B1,LEUKTRC4t,G0
SLCO1B1,TCHOLAt,G0
SLCO1B1,THYOXt,G0
SLCO1B1,TRIODTHYt,G0
SLCO1B3,BILGLCURt,G0
SLCO1B3,DHEASt,G0
SLCO1B3,ESTRADIOLGLCt,G0
SLCO1B3,ESTRONESt,G0
SLCO1B3,GCHOLAt,G0
SLCO1B3,LEUKTRC4t,G0
SLCO1B3,TCHOLAt,G0
SLCO1B3,TRIODTHYt,G0
SLCO1C1,ESTRADIOLGLCt,G0
SLCO1C1,ESTRONESt,G0
SLCO1C1,THYOXt,G0
SLCO1C1,TRIODTHYt,G0
SLCO2A1,PROSTGD2t,G0
SLCO2A1,PROSTGE1t,G0
SLCO2A1,PROSTGE2t,G0
SLCO2B1,DHEASt,G0
SLCO2B1,ESTRONESt,G0
SLCO3A1,ESTRONESt,G0
SLCO3A1,PROSTGE2t,G0
SLCO4A1,ESTRADIOLGLCt,G0
SLCO4A1,ESTRONESt,G0
SLCO4A1,PROSTGE2t,G0
SLCO4A1,TCHOLAt,G0
SLCO4A1,THYOXt,G0
SLCO4A1,TRIODTHYt,G0
SMS,SPRMS,G0
SOAT1,SOAT11,G0
SOAT1,SOAT11r,G0
SOAT1,SOAT12,G0
SOAT1,SOAT12r,G0
SOD1,SPODM,G0
SOD1,SPODMn,G0
SOD1,SPODMx,G0
SOD2,SPODMm,G0
SOD3,SPODMe,G0
SORD,SBTD_D2,G0
SPCS1,PLYSPSer,G0
SPCS2,PLYSPSer,G0
SPCS3,PLYSPSer,G0
SPHK2,SLCBK1,G0
SPHK2,SPHK21c,G0
SPR,SPR,G0
SPR,SPRn,G0
SPTLC1,SERPT,G0
SPTLC2,SERPT,G0
SQLE,SQLEr,G0
SRD5A1,SR5AR2r,G0
SRD5A1,SR5ARr,G0
SRD5A2,SR5AR2r,G0
SRD5A2,SR5ARr,G0
SRM,SPMS,G0
ST3GAL2,S23T2g,G0
ST3GAL2,S23T4g,G0
ST3GAL2,SIAT4Bg,G0
ST3GAL2,ST3GAL21g,G0
ST3GAL2,ST3GAL22g,G0
ST3GAL2,ST3GAL23g,G0
ST3GAL4,S23T2g,G0
ST3GAL4,S23T4g,G0
ST3GAL5,SIAT9g,G0
ST3GAL6,ST3GAL61g,G0
ST3GAL6,ST3GAL62g,G0
ST6GALNAC1,NS26T2g,G0
ST6GALNAC1,NS26Tg,G0
ST6GALNAC2,ST6GALNAC21,G0
ST6GALNAC2,ST6GALNAC22,G0
ST6GALNAC2,ST6GALNAC23,G0
ST6GALNAC2,ST6GALNAC24,G0
ST6GALNAC2,ST6GALNAC25,G0
ST6GALNAC2,ST6GALNAC26,G0
ST6GALNAC2,ST6GALNAC27,G0
ST6GALNAC2,ST6GALNAC28,G0
ST6GALNAC5,ST6GALNAC31,G0
ST6GALNAC6,ST6GALNAC31,G0
ST6GALNAC6,ST6GALNAC61,G0
ST6GALNAC6,ST6GALNAC62,G0
ST8SIA1,ST8SIA11,G0
ST8SIA1,ST8SIA12,G0
ST8SIA5,ST8SIA51g,G0
ST8SIA5,ST8SIA52g,G0
ST8SIA5,ST8SIA53g,G0
ST8SIA5,ST8SIA54g,G0
ST8SIA5,ST8SIA55g,G0
ST8SIA5,ST8SIA56g,G0
STARD3,CHSTEROLt1,G0
STS,STS1,G0
STS,STS1r,G0
STS,STS2,G0
STS,STS2r,G0
STS,STS3,G0
STS,STS3r,G0
STS,STS4,G0
STS,STS4r,G0
SUCLA2,ITCOALm,G0
SUCLA2,MECOALm,G0
SUCLA2,SUCOASm,G0
SUCLG1,ITCOAL1m,G0
SUCLG1,ITCOALm,G0
SUCLG1,MECOALm,G0
SUCLG1,MECOAS1m,G0
SUCLG1,SUCOAS1m,G0
SUCLG1,SUCOASm,G0
SUCLG2,ITCOAL1m,G0
SUCLG2,MECOAS1m,G0
SUCLG2,SUCOAS1m,G0
SULT1E1,DHEASULT,G0
SULT1E1,ESTSULT,G0
SULT2A1,5ADTSTSTERONESULT,G0
SULT2A1,DHEASULT,G0
SULT2A1,PRGNLONESULT,G0
SULT2A1,TSTSTERONESULT,G0
SUOX,SULFOX,G0
SUV39H1,LYSMTF1n,G0
SUV39H1,LYSMTF2n,G0
SUV39H1,LYSMTF3n,G0
SUV39H2,LYSMTF1n,G0
SUV39H2,LYSMTF2n,G0
