genes,reaction,Phase
HEXB,NACHEXA6ly,S
HEXB,NACHEXA7ly,S
HEXB,NACHEXA8ly,S
HEXB,NACHEXA9ly,S
HGD,HGNTOR,S
HIBADH,HIBDm,S
HK2,HEX1,S
HK2,HEX10,S
HK2,HEX4,S
HK2,HEX7,S
HK3,HEX1,S
HK3,HEX10,S
HK3,HEX4,S
HK3,HEX7,S
HKDC1,HEX1,S
HKDC1,HEX10,S
HKDC1,HEX4,S
HKDC1,HEX7,S
HLCS,BACCL,S
HLCS,BACCLm,S
HLCS,BTNPL,S
HLCS,BTNPLm,S
HMBS,HMBS,S
HMGCL,HMGLm,S
HMGCL,HMGLx,S
HMGCLL1,HMGLm,S
HMGCR,HMGCOARr,S
HMGCR,HMGCOARx,S
HMGCS2,HMGCOASim,S
HMOX1,HOXG,S
HMOX2,HOXG,S
HNMT,SAMHISTA,S
HPD,34HPPOR,S
HPD,PPOR,S
HPGDS,PGDI,S
HPGDS,PGDIr,S
HPRT1,GUAPRT,S
HPRT1,HXPRT,S
HS2ST1,S2T4g,S
HS3ST1,S3T1g,S
HS3ST2,S3T2g,S
HS3ST3A1,S3T3g,S
HS3ST3B1,S3T3g,S
HS3ST5,S3T1g,S
HS3ST5,S3T2g,S
HS3ST6,S3T3g,S
HS6ST1,S6T25g,S
HS6ST3,S6T25g,S
HSD11B2,HSD11B2r,S
HSD17B10,HACD1m,S
HSD17B10,HACD9m,S
HSD17B2,HSD17B2r,S
HSD17B2,HSD17B8r,S
HSD17B3,HSD17B3r,S
HSD17B4,C3STKR2r,S
HSD17B4,FAOXC16080x,S
HSD17B4,FAOXC180x,S
HSD17B4,FAOXC183806x,S
HSD17B4,FAOXC18480x,S
HSD17B4,FAOXC200180x,S
HSD17B4,FAOXC2051843x,S
HSD17B4,FAOXC2242046x,S
HSD17B4,FAOXC2251836x,S
HSD17B4,FAOXC2252053x,S
HSD17B4,FAOXC226205x,S
HSD17B4,FAOXC240200x,S
HSD17B4,FAOXC241181x,S
HSD17B4,FAOXC2442246x,S
HSD17B4,FAOXC2452253x,S
HSD17B4,FAOXC2452256x,S
HSD17B4,FAOXC246226x,S
HSD17B4,FAOXC260240x,S
HSD17B4,HSD17B42x,S
HSD17B4,HSD17B4x,S
HSD17B7,HSD17B7r,S
HSD17B7,HSD17B9r,S
HSD17B8,HSD17B1,S
HSD3B1,HSD3B11,S
HSD3B1,HSD3B13,S
HSD3B2,HSD3B11r,S
HSD3B2,HSD3B12r,S
HSD3B2,HSD3B13r,S
HSD3B2,HSD3B2r,S
HSD3B2,HSD3B3r,S
HSD3B7,HSD3B7,S
HSD3B7,HSD3B7P,S
IDH1,ICDHy,S
IDH1,ICDHyp,S
IDH2,ICDHyrm,S
IDH3A,ICDHxm,S
IDI1,IPDDIx,S
IDI2,IPDDIx,S
IDO1,5HTRPDOX,S
IDO1,MELATN23DOX,S
IDO1,SRTN23OX,S
IDUA,IDOAASE1ly,S
IDUA,IDOAASE2ly,S
IDUA,IDOAASE3ly,S
IDUA,IDOAASE4ly,S
IMPA1,MI1PP,S
IMPA1,MI3PP,S
IMPA1,MI4PP,S
IMPA2,MI1PP,S
IMPA2,MI3PP,S
IMPA2,MI4PP,S
IMPDH2,IMPD,S
INMT,SRTNMTX,S
INPP1,MI134PP,S
INPP1,MI14PP,S
INPP4B,MI34PP,S
INPP5A,MI1345PP,S
INPP5A,MI145PP,S
INPP5A,PI345P5P,S
INPP5B,MI1345PP,S
INPP5B,MI145PP,S
INPP5B,PI345P5P,S
INPP5B,PI45P5P,S
INPP5D,MI1345PP,S
INPP5D,MI145PP,S
INPP5E,MI1345PP,S
INPP5E,MI145PP,S
INPP5E,PI345P5P,S
INPP5E,PI45P5P,S
INPPL1,MI1345PP,S
INPPL1,MI145PP,S
INPPL1,PI345P5P,S
IP6K3,PMI12346PH,S
IP6K3,PMI12346PHn,S
IP6K3,PMI1346PH,S
IP6K3,PMI1346PHn,S
IPMK,MI1345PKn,S
IPMK,MI1346PKn,S
IPMK,MI1456PKn,S
IPMK,MI145P6Kn,S
IPMK,MI145PKn,S
IREB2,ACONT,S
ITPKA,MI145PK,S
ITPKB,MI145PK,S
ITPKC,MI145PK,S
IVD,ACOAD8m,S
KDSR,3DSPHR,S
KMO,KYN3OX,S
KYNU,KYN,S
KYNU,LFORKYNHYD,S
LALBA,UGALGTg,S
LCAT,LCAT1e,S
LCT,LACZe,S
LDHA,2HBO,S
LDHA,GLXO1,S
LDHA,HPYRR2x,S
LDHA,LDH_L,S
LDHA,LDH_Lm,S
LDHA,MCLOR,S
LDHAL6A,2HBO,S
LDHAL6A,GLXO1,S
LDHAL6A,HPYRR2x,S
LDHAL6A,LDH_L,S
LDHAL6A,MCLOR,S
LDHAL6B,2HBO,S
LDHAL6B,GLXO1,S
LDHAL6B,HPYRR2x,S
LDHAL6B,LDH_L,S
LDHAL6B,MCLOR,S
LDHB,2HBO,S
LDHB,GLXO1,S
LDHB,HPYRR2x,S
LDHB,LDH_L,S
LDHB,MCLOR,S
LGSN,GLNS,S
LIPC,LPS2e,S
LIPC,LPS3e,S
LIPC,LPSe,S
LIPF,LPSe,S
LIPG,LPSe,S
LPL,LPS,S
LPL,LPS2,S
LRAT,LRAT,S
LSS,LNSTLSr,S
LTA4H,LTA4H,S
MAN1A1,MM5ag,S
MAN1A1,MM5bg,S
MAN1A1,MM5cg,S
MAN1A1,MM6B1ag,S
MAN1A1,MM6B1bg,S
MAN1A1,MM6B2g,S
MAN1A1,MM6bg,S
MAN1A1,MM7B1g,S
MAN1A1,MM7B2g,S
MAN1A1,MM7Cag,S
MAN1A1,MM7Cbg,S
MAN1A1,MM8Ag,S
MAN1A1,MM8Cg,S
MAN1A2,MM5ag,S
MAN1A2,MM5bg,S
MAN1A2,MM5cg,S
MAN1A2,MM6B1ag,S
MAN1A2,MM6B1bg,S
MAN1A2,MM6B2g,S
MAN1A2,MM6bg,S
MAN1A2,MM7B1g,S
MAN1A2,MM7B2g,S
MAN1A2,MM7Cag,S
MAN1A2,MM7Cbg,S
MAN1A2,MM8Ag,S
MAN1A2,MM8Cg,S
MAN1B1,MAN1_6B1er,S
MAN1B1,MAN1_7Ber,S
MAN1B1,MM8Ber,S
MAN1C1,MM5ag,S
MAN1C1,MM5bg,S
MAN1C1,MM5cg,S
MAN1C1,MM6B1ag,S
MAN1C1,MM6B1bg,S
MAN1C1,MM6B2g,S
MAN1C1,MM6ag,S
MAN1C1,MM6bg,S
MAN1C1,MM7Ag,S
MAN1C1,MM7B1g,S
MAN1C1,MM7B2g,S
MAN1C1,MM7Cag,S
MAN1C1,MM7Cbg,S
MAN1C1,MM8Ag,S
MAN1C1,MM8Cg,S
MAN2A1,M1316Mg,S
MAN2A2,M1316Mg,S
MAN2B1,A_MANASEly,S
MAN2C1,A_MANASE,S
MANBA,B_MANNASEly,S
MANSC1,CHTNASE,S
MAOA,3HXKYNOXDA,S
MAOA,3MOXTYROX,S
MAOA,41R1H2MAE12BOOX,S
MAOA,41R2A1H12BOOX,S
MAOA,42A12BOOX,S
MAOA,5HOXINOXDA,S
MAOA,5HXKYNOXDA,S
MAOA,APRTO2,S
MAOA,MAOLNOR,S
MAOA,PEAMNO,S
MAOA,TRYPTAOX,S
MAOA,TYROXDAc,S
MAOB,3HXKYNOXDA,S
MAOB,3MOXTYROX,S
MAOB,41R1H2MAE12BOOX,S
MAOB,41R2A1H12BOOX,S
MAOB,42A12BOOX,S
MAOB,5HOXINOXDA,S
MAOB,5HXKYNOXDA,S
MAOB,APRTO2,S
MAOB,MACOXO,S
MAOB,MAOLNOR,S
MAOB,PEAMNO,S
MAOB,TRYPTAOX,S
MAOB,TYROXDAc,S
MAT1A,METAT,S
MAT1A,SELMETAT,S
MAT2A,METAT,S
MAT2A,SELMETAT,S
MCCC1,MCCCrm,S
MCCC2,MCCCrm,S
MCEE,MMEm,S
MDH1,MDH,S
MDH1,SLDx,S
MDH1B,MDH,S
MDH1B,SLDx,S
MDH2,MDHm,S
MDH2,SLDxm,S
ME1,ME2,S
ME2,ME1m,S
ME2,ME2m,S
ME3,ME2m,S
MGAM,GAMYe,S
MGAM,MALTe,S
MGAM,MLTG1e,S
MGAM,SUCRe,S
MGAT1,M13N2Tg,S
MGAT2,M16NTg,S
MGAT3,M14NTg,S
MGAT4A,M13N4Tg,S
MGAT5,M16N6Tg,S
MGST2,LTC4Sr,S
MGST3,LTC4Sr,S
MIOX,INOSTO,S
MLYCD,MCD,S
MLYCD,MCDm,S
MLYCD,MCDp,S
MLYCD,MMCD,S
MLYCD,MMCDm,S
MLYCD,MMCDp,S
MOGAT1,MOGAT,S
MOGAT2,MOGAT,S
MOGS,MG1er,S
MOXD1,DOPABMO,S
MPI,MAN6PI,S
MPO,PRDXl,S
MPST,MCPST,S
MTAP,MTAP,S
MTHFD1,FTHFL,S
MTHFD1,MTHFC,S
MTHFD1,MTHFD,S
MTHFD1L,FTHFLm,S
MTHFD1L,MTHFCm,S
MTHFD2,MTHFCm,S
MTHFD2,MTHFD2m,S
MTHFD2,MTHFDm,S
MTHFR,MTHFR3,S
MTHFS,FTHFCL,S
MTR,METS,S
MUT,MMMm,S
MVD,DPMVDx,S
MVK,MEVK1x,S
NADSYN1,NADS2,S
NAGA,NAGA2ly,S
NAGA,NAGAly,S
NAGK,ACGAMK,S
NAGK,AMANK,S
NAGLU,GLCNACASE1ly,S
NAGLU,GLCNACASE2ly,S
NAGLU,GLCNACASE3ly,S
NAGLU,GLCNACASE4ly,S
NAGLU,GLCNACASE5ly,S
NAGS,ACGSm,S
NANS,ACNAM9PL,S
NANS,ACNAM9PL2,S
ND2,NADH2_u10m,S
ND3,NADH2_u10m,S
ND4,NADH2_u10m,S
ND5,NADH2_u10m,S
NDST1,GLCNACDASg,S
NDST2,GLCNACDASg,S
NDST3,GLCNACDASg,S
NDST4,GLCNACDASg,S
NDUFA1,NADH2_u10m,S
NDUFA10,NADH2_u10m,S
NDUFA11,NADH2_u10m,S
NDUFA12,NADH2_u10m,S
NDUFA13,NADH2_u10m,S
NDUFA2,NADH2_u10m,S
NDUFA3,NADH2_u10m,S
NDUFA4,NADH2_u10m,S
NDUFA5,NADH2_u10m,S
NDUFA6,NADH2_u10m,S
NDUFA7,NADH2_u10m,S
NDUFA8,NADH2_u10m,S
NDUFA9,NADH2_u10m,S
NDUFAB1,NADH2_u10m,S
NDUFB1,NADH2_u10m,S
NDUFB10,NADH2_u10m,S
NDUFB2,NADH2_u10m,S
NDUFB3,NADH2_u10m,S
NDUFB4,NADH2_u10m,S
NDUFB5,NADH2_u10m,S
NDUFB7,NADH2_u10m,S
NDUFB8,NADH2_u10m,S
NDUFB9,NADH2_u10m,S
NDUFC2,NADH2_u10m,S
NDUFS1,NADH2_u10m,S
NDUFS2,NADH2_u10m,S
NDUFS3,NADH2_u10m,S
NDUFS4,NADH2_u10m,S
NDUFS5,NADH2_u10m,S
NDUFS6,NADH2_u10m,S
NDUFS7,NADH2_u10m,S
NDUFS8,NADH2_u10m,S
NDUFV1,NADH2_u10m,S
NDUFV2,NADH2_u10m,S
NEU1,GALASE10ly,S
NEU1,GALASE11ly,S
NEU1,GALASE12ly,S
NEU1,GALASE13ly,S
NEU1,GALASE14ly,S
NEU1,GALASE15ly,S
NEU1,GALASE16ly,S
NEU1,GALASE17ly,S
NEU1,GALASE18ly,S
NEU1,GALASE19ly,S
NEU1,GALASE1ly,S
NEU1,GALASE20ly,S
NEU1,GALASE3ly,S
NEU1,GALASE4ly,S
NEU1,GALASE5ly,S
NEU1,GALASE6ly,S
NEU1,GALASE7ly,S
NEU1,GALASE8ly,S
NEU1,GALASE9ly,S
NEU1,GLB1,S
NEU1,LACZly,S
NEU1,S6TASE10ly,S
NEU1,S6TASE22ly,S
NEU1,S6TASE25ly,S
NEU1,S6TASE4ly,S
NEU1,S6TASE5ly,S
NEU1,S6TASE6ly,S
NEU1,S6TASE7ly,S
NEU1,S6TASE8ly,S
NEU1,S6TASE9ly,S
NEU1,SIAASE2ly,S
NEU1,SIAASE3ly,S
NEU1,SIAASE4ly,S
NEU1,SIAASEly,S
NEU2,SIAASE,S
NEU4,SIAASE,S
NME2,NDPK1,S
NME2,NDPK10,S
NME2,NDPK10n,S
NME2,NDPK1n,S
NME2,NDPK2,S
NME2,NDPK2n,S
NME2,NDPK3,S
NME2,NDPK3n,S
NME2,NDPK4,S
NME2,NDPK4n,S
NME2,NDPK5,S
NME2,NDPK5n,S
NME2,NDPK6,S
NME2,NDPK6n,S
NME2,NDPK7,S
NME2,NDPK7n,S
NME2,NDPK8,S
NME2,NDPK8n,S
NME2,NDPK9,S
NME2,NDPK9n,S
NME3,NDPK1,S
NME3,NDPK10,S
NME3,NDPK2,S
NME3,NDPK3,S
NME3,NDPK4,S
NME3,NDPK5,S
NME3,NDPK6,S
NME3,NDPK7,S
NME3,NDPK8,S
NME3,NDPK9,S
NME4,NDPK10m,S
NME4,NDPK1m,S
NME4,NDPK2m,S
NME4,NDPK3m,S
NME4,NDPK4m,S
NME4,NDPK5m,S
NME4,NDPK6m,S
NME4,NDPK7m,S
NME4,NDPK8m,S
NME4,NDPK9m,S
NME6,NDPK1,S
NME6,NDPK10,S
NME6,NDPK2,S
NME6,NDPK3,S
NME6,NDPK4,S
NME6,NDPK5,S
NME6,NDPK6,S
NME6,NDPK7,S
NME6,NDPK8,S
NME6,NDPK9,S
NMNAT1,NMNATn,S
NMNAT1,NNATn,S
NMNAT3,NMNATm,S
NMNAT3,NMNATr,S
NMNAT3,NNATm,S
NMNAT3,NNATr,S
NNMT,NNMT,S
NOS1,NOS1,S
NOS1,NOS2,S
NOS3,NOS1,S
NOS3,NOS2,S
NPR1,GUACYC,S
NSDHL,C3STDH1Pr,S
NSDHL,C3STDH1r,S
NSDHL,C4STMO2Pr,S
NSDHL,C4STMO2r,S
NSF,ATPS4m,S
NT5C,NTD1,S
NT5C,NTD12,S
NT5C,NTD3,S
NT5C,NTD5,S
NT5C,NTD8,S
NT5C3,NTD2,S
NT5C3,NTD4,S
NT5E,NTD2e,S
NT5E,NTD4e,S
NT5E,NTD7e,S
NT5E,NTD9e,S
NT5M,NTD1m,S
NT5M,NTD2m,S
NT5M,NTD5m,S
NUDT5,ADPGLC,S
NUDT5,ADPMAN,S
OAT,ORNTArm,S
ODC1,ORNDC,S
OLAH,FA120ACPH,S
OLAH,FA140ACPH,S
OLAH,FA141ACPH,S
OLAH,FA160ACPH,S
OLAH,FA161ACPH,S
OLAH,FA180ACPH,S
OLAH,FA181ACPH,S
OLAH,FA182ACPH,S
OPLAH,OPAHir,S
OTC,OCBTm,S
OXCT1,OCOAT1m,S
OXCT2,OCOAT1m,S
P4HA1,PROAKGOX1r,S
P4HA2,PROAKGOX1r,S
P4HB,PROAKGOX1r,S
PAFAH1B2,PAFH,S
PAFAH1B3,PAFH,S
PAFAH2,PAFH,S
PAH,PHETHPTOX2,S
PAICS,AIRCr,S
PAICS,PRASCS,S
PANK3,PNTK,S
PANK4,PNTK,S
PAPSS1,ADSELK,S
PAPSS1,ADSK,S
PAPSS1,SADT,S
PAPSS1,SELADT,S
PAPSS2,ADSELK,S
PAPSS2,ADSK,S
PAPSS2,SADT,S
PAPSS2,SELADT,S
PCCA,PPCOACm,S
PCCB,PPCOACm,S
PCK1,PEPCK,S
PCK2,PEPCKm,S
PCYT1A,CHLPCTD,S
PCYT1A,CPCTDTX,S
PCYT1B,CHLPCTD,S
PCYT1B,CPCTDTX,S
PCYT2,EPCTX,S
PCYT2,PETHCT,S
PDE10A,PDE1,S
PDE10A,PDE1g,S
PDE10A,PDE4,S
PDE10A,PDE4g,S
PDE11A,PDE1,S
PDE11A,PDE4,S
PDE1B,PDE1,S
PDE1B,PDE4,S
PDE1C,PDE1,S
PDE1C,PDE4,S
PDE2A,PDE1,S
PDE2A,PDE4,S
PDE3A,PDE1,S
PDE3A,PDE4,S
PDE4A,PDE1,S
PDE4B,PDE1,S
PDE4C,PDE1,S
PDE4D,PDE1,S
PDE6A,PDE4,S
PDE6B,PDE4,S
PDE6C,PDE4,S
PDE6D,PDE4,S
PDE6G,PDE4,S
PDE6H,PDE4,S
PDE7B,PDE1,S
PDE8B,PDE1,S
PDHA2,PDHm,S
PDHB,PDHm,S
PDHX,2OXOADOXm,S
PDHX,AKGDm,S
PDHX,PDHm,S
PDXK,PYDAMK,S
PDXK,PYDXK,S
PDXK,PYDXNK,S
PDXP,HYPOE,S
PDXP,PDXPP,S
PDXP,PYDXPP,S
PFAS,PRFGS,S
PFKFB1,FBP26,S
PFKFB1,PFK26,S
PFKFB2,FBP26,S
PFKFB2,PFK26,S
PFKFB3,FBP26,S
PFKFB3,PFK26,S
PFKFB4,FBP26,S
PFKFB4,PFK26,S
PFKM,PFK,S
PFKP,PFK,S
PGAM1,DPGM,S
PGAM1,DPGase,S
PGAM1,PGM,S
PGAP1,GPIDA2er,S
PGAP1,GPIDAer,S
PGD,GND,S
PGK1,PGK,S
PGK2,PGK,S
PGM1,PGMT,S
PGM1,PPM,S
PGM2,PGMT,S
PGM2,PMANM,S
PGM3,ACGAMPM,S
PGS1,PGPPT,S
PHGDH,PGCD,S
PHOSPHO1,CHLP,S
PHOSPHO1,ETHP,S
PHYH,PHYHx,S
PI4K2A,PI3P4K,S
PI4K2A,PI5P4K,S
PI4K2A,PIK4,S
PI4KA,PI3P4K,S
PI4KA,PI5P4K,S
PI4KA,PIK4,S
PI4KB,PI3P4K,S
PI4KB,PI5P4K,S
PI4KB,PIK4,S
PIGB,BMTer_L,S
PIGB,BMTer_U,S
PIGB,H3MTer_L,S
PIGB,H3MTer_U,S
PIGG,H6'ET2er,S
PIGG,H7ET2er,S
PIGG,M4BET2er,S
PIGH,PIACGT,S
PIGK,H7'TAer,S
PIGK,H8TAer,S
PIGK,M4ATAer,S
PIGK,M4BTAer,S
PIGL,ACGPID,S
PIGM,GPIMTer_L,S
PIGM,GPIMTer_U,S
PIGS,H7'TAer,S
PIGS,H8TAer,S
PIGS,M4ATAer,S
PIGS,M4BTAer,S
PIGT,H7'TAer,S
PIGT,H8TAer,S
PIGT,M4BTAer,S
PIGU,H7'TAer,S
PIGU,H8TAer,S
PIGU,M4ATAer,S
PIGU,M4BTAer,S
PIGV,H2MTer_L,S
PIGV,H2MTer_U,S
PIGV,H5MTer_L,S
PIGV,H5MTer_U,S
PIGW,GPIAT,S
PIGX,GPIMTer_L,S
PIGX,GPIMTer_U,S
PIGZ,H6MTer_L,S
PIGZ,H6MTer_U,S
PIGZ,H7MTer_L,S
PIGZ,H7MTer_U,S
PIGZ,H8MTer_L,S
PIGZ,H8MTer_U,S
PIK3C2B,PI4P3K,S
PIK3C2B,PI4P3Ker,S
PIK3C2B,PI5P3K,S
PIK3C2B,PI5P3Ker,S
PIK3C2B,PIK3,S
PIK3C2B,PIK3er,S
PIK3C2G,PI4P3K,S
PIK3C2G,PI5P3K,S
PIK3C2G,PIK3,S
PIK3C3,PI5P3K,S
PIK3C3,PIK3,S
PIK3CA,PI45P3K,S
PIK3CA,PI4P3K,S
PIK3CA,PI5P3K,S
PIK3CA,PIK3,S
PIK3CB,PI45P3K,S
PIK3CB,PI4P3K,S
PIK3CB,PI5P3K,S
PIK3CB,PIK3,S
PIK3CD,PI45P3K,S
PIK3CD,PI4P3K,S
PIK3CD,PI5P3K,S
PIK3CD,PIK3,S
PIK3CG,PI45P3K,S
PIK3CG,PI4P3K,S
PIK3CG,PI5P3K,S
PIK3CG,PIK3,S
PIK3R2,PI45P3K,S
PIK3R2,PI4P3K,S
PIK3R2,PI5P3K,S
PIK3R2,PIK3,S
PIK3R3,PI45P3K,S
PIK3R3,PI4P3K,S
PIK3R3,PI5P3K,S
PIK3R3,PIK3,S
PIK3R5,PI45P3K,S
PIK3R5,PI4P3K,S
PIK3R5,PI5P3K,S
PIK3R5,PIK3,S
PIP4K2A,PI4P5K,S
PIP4K2C,PI4P5K,S
PIP5K1A,PI34P5K,S
PIP5K1A,PI3P4K,S
PIP5K1A,PI3P5K,S
PIP5K1A,PI4P5K,S
PIP5K1A,PIK5,S
PIP5K1B,PI34P5K,S
PIP5K1B,PI3P4K,S
PIP5K1B,PI3P5K,S
PIP5K1B,PI4P5K,S
PIP5K1B,PIK5,S
PIP5K1C,PI34P5K,S
PIP5K1C,PI3P4K,S
PIP5K1C,PI3P5K,S
PIP5K1C,PI4P5K,S
PIP5K1C,PIK5,S
PIPOX,LPCOXp,S
PIPOX,SARCOXp,S
PLA2G12A,PLA2_2e,S
PLA2G2A,PLA2_2,S
PLA2G2A,PLA2_2e,S
PLA2G2D,PLA2_2e,S
PLA2G2E,PLA2_2e,S
PLA2G2F,PLA2_2e,S
PLA2G3,LPS4e,S
PLA2G7,PAFHe,S
PLCB2,PI45PLC,S
PLCB2,PI4PLC,S
PLCB2,PIPLC,S
PLCB3,PI45PLC,S
PLCB3,PI4PLC,S
PLCB3,PIPLC,S
PLCD1,PI45PLC,S
PLCD1,PI4PLC,S
PLCD1,PIPLC,S
PLCD3,PI45PLC,S
PLCD3,PI4PLC,S
PLCD3,PIPLC,S
PLCD4,PI45PLC,S
PLCD4,PI4PLC,S
PLCD4,PIPLC,S
PLCE1,PI45PLC,S
PLCE1,PI4PLC,S
PLCE1,PIPLC,S
PLCG2,PI45PLC,S
PLCG2,PI4PLC,S
PLCG2,PIPLC,S
PLCH1,PI45PLC,S
PLCH1,PI4PLC,S
PLCH1,PIPLC,S
PLCH2,PI45PLC,S
PLCH2,PI4PLC,S
PLCH2,PIPLC,S
PLCL1,PI45PLC,S
PLCL1,PI4PLC,S
PLCL1,PIPLC,S
PLCXD2,PI45PLC,S
PLCXD2,PI4PLC,S
PLCXD2,PIPLC,S
PLCZ1,PI45PLC,S
PLCZ1,PI4PLC,S
PLCZ1,PIPLC,S
PLD1,PCHOLPg_hs,S
PLD1,PCHOLPm_hs,S
PLD1,PCHOLPr_hs,S
PLD2,PCHOLP_hs,S
PLOD1,PCLYSOX,S
PLOD3,PCLYSOX,S
PMM1,PMANM,S
PMM2,PMANM,S
PMVK,PMEVKx,S
PNLIP,LPSe,S
PNLIPRP2,LPSe,S
PNMT,NORANMT,S
PNPLA4,RETH,S
PNPO,PDX5PO,S
PNPO,PYAM5POr,S
PPA1,PPA,S
PPAP2B,PPAP,S
PPAP2C,PPAP,S
PPCDC,PPCDC,S
PPCS,PPNCL3,S
PRODH,PRO1xm,S
PRODH,PROD2m,S
PRODH2,PRO1x,S
PRODH2,PROD2,S
PROSC,ALAR,S
PRPS1,PRPPS,S
PRPS2,PRPPS,S
PSPH,PSP_L,S
PTDSS1,PSSA1_hs,S
PTDSS2,PSSA2_hs,S
PTEN,PI345P3P,S
PTEN,PI345P3Pn,S
PTGDS,PGDI,S
PTGDS,PGDIr,S
PTGIS,PGISr,S
PTGS1,PGS,S
PTGS1,PGSr,S
PTGS2,PGS,S
PTGS2,PGSr,S
PTS,PTHPS,S
PTS,PTHPSn,S
PYCR2,P5CR,S
PYCR2,P5CRx,S
PYCRL,P5CR,S
PYCRL,P5CRx,S
PYGB,GLPASE1,S
PYGB,GLPASE2,S
PYGL,GLPASE1,S
PYGL,GLPASE2,S
PYGM,GLPASE1,S
PYGM,GLPASE2,S
QDPR,DHPR,S
QPRT,NNDPR,S
RBKS,DRBK,S
RBKS,RBK,S
RDH10,RDH1a,S
RDH11,RDH1a,S
RDH11,RDH2a,S
RDH11,RDH3a,S
RDH12,RDH1a,S
RDH12,RDH2a,S
RDH12,RDH3a,S
RDH13,RDH1a,S
RDH13,RDH2a,S
RDH13,RDH3a,S
RDH14,RDH1a,S
RDH14,RDH2a,S
RDH14,RDH3a,S
RDH16,RDH1,S
RDH5,RDH1,S
RDH5,RDH2,S
RDH5,RDH3,S
RDH5,RDH4,S
RDH8,RDH1a,S
RDH8,RDH2a,S
RENBP,ACGAM2E,S
RFK,RBFK,S
RHAG,NH4t3r,S
RHBG,NH4t3r,S
RPIA,RPI,S
RPN1,DOLASNT_Ler,S
RPN1,DOLASNT_Uer,S
RPN2,DOLASNT_Ler,S
RPN2,DOLASNT_Uer,S
RRM1,RNDR4,S
RRM2,RNDR3,S
RWDD2A,ACYP,S
SARDH,SARDHm,S
SAT1,PTRCAT1,S
SAT2,PTRCAT1,S
SC4MOL,C4STMO1r,S
SC4MOL,C4STMO2r,S
SC5DL,LSTO1r,S
SC5DL,LSTO2r,S
SCD,DESAT16_2,S
SCD,DESAT18_3,S
SCD,DESAT18_4,S
SCD,DESAT18_5,S
SCLY,SELCYSLY,S
SCLY,SELCYSLY2,S
SCP2,SCP21x,S
SCP2,SCP22x,S
SCP2,SCP2x,S
SCP2,SCP3x,S
SCP2,SCPx,S
SDHB,SUCD1m,S
SDHC,SUCD1m,S
SDS,SERHL,S
SDS,THRD_L,S
SEC11A,PLYSPSer,S
SEC11C,PLYSPSer,S
SEPHS1,SELNPS,S
SEPHS2,SELNPS,S
SETD7,LYSMTF1n,S
SETD7,LYSMTF2n,S
SETD7,LYSMTF3n,S
SETD8,LYSMTF1n,S
SETD8,LYSMTF2n,S
SETD8,LYSMTF3n,S
SETDB1,LYSMTF1n,S
SETDB1,LYSMTF2n,S
SETDB1,LYSMTF3n,S
SETDB2,LYSMTF1n,S
SETDB2,LYSMTF2n,S
SETDB2,LYSMTF3n,S
SGMS1,SMS,S
SGPL1,SGPL11r,S
SGPL1,SGPL12r,S
SGPP1,SBPP1er,S
SGPP1,SBPP3er,S
SGSH,HS1ly,S
SGSH,HS2ly,S
SGSH,HS3ly,S
SGSH,HS4ly,S
SHMT2,GHMT2rm,S
SHMT2,GHMT3m,S
SI,O16G1e,S
SI,O16G2e,S
SI,SUCRe,S
SLC10A1,CHOLATEt2,S
SLC10A1,ESTRONESt2,S
SLC10A1,GCHOLAt2,S
SLC10A1,TCHOLAt2,S
SLC10A2,CHOLATEt2,S
SLC10A2,GCHOLAt2,S
SLC10A2,TCHOLAt2,S
SLC12A1,NKCC2t,S
SLC12A1,NKCCt,S
SLC12A2,NKCC2t,S
SLC12A2,NKCCt,S
SLC12A3,NCCt,S
SLC12A4,KCC2t,S
SLC12A4,KCCt,S
SLC12A5,KCCt,S
SLC12A6,KCC2t,S
SLC12A6,KCCt,S
SLC12A7,KCC2t,S
SLC12A7,KCCt,S
SLC13A1,SELt4_3,S
SLC13A1,SO4t4_3,S
SLC13A1,TSULt4_3,S
SLC13A2,CITt4_2,S
SLC13A2,SUCCt4_2,S
SLC13A4,SO4t4_2,S
SLC13A5,CITt4_4,S
SLC14A1,UREAt,S
SLC14A2,UREAt,S
SLC15A2,CGLYt3(2),S
SLC16A1,2HBt2,S
SLC16A1,ACACt2,S
SLC16A1,ACACt2m,S
SLC16A1,ACETONEt2,S
SLC16A1,ACETONEt2m,S
SLC16A1,BTNt2,S
SLC16A1,BTNt2m,S
SLC16A1,BUTt2m,S
SLC16A1,BUTt2r,S
SLC16A1,D_LACt2,S
SLC16A1,D_LACtm,S
SLC16A1,L_LACt2r,S
SLC16A1,L_LACtm,S
SLC16A1,PYRt2m,S
SLC16A1,PYRt2p,S
SLC16A1,PYRt2r,S
SLC16A10,34DHPHEt,S
SLC16A10,PHEtec,S
SLC16A10,TRPt,S
SLC16A10,TYRt,S
SLC16A2,THYOXt2,S
SLC16A2,TRIODTHYt2,S
SLC16A3,2HBt2,S
SLC16A3,ACETONEt2,S
SLC16A3,D_LACt2,S
SLC16A3,L_LACt2r,S
SLC16A3,PYRt2r,S
SLC16A7,2HBt2,S
SLC16A7,ACACt2,S
SLC16A7,ACETONEt2,S
SLC16A7,D_LACt2,S
SLC16A7,L_LACt2r,S
SLC16A7,PYRt2p,S
SLC16A7,PYRt2r,S
SLC16A8,D_LACt2,S
